,issue_d,last_pymnt_d
34545,Dec-2018,Feb-2019
34546,Dec-2018,Feb-2019
34547,Dec-2018,Feb-2019
34548,Dec-2018,Feb-2019
34549,Dec-2018,Feb-2019
34550,Dec-2018,Feb-2019
34551,Dec-2018,Feb-2019
34552,Dec-2018,Feb-2019
34553,Dec-2018,Feb-2019
34554,Dec-2018,Feb-2019
34555,Dec-2018,Feb-2019
34556,Dec-2018,Feb-2019
34557,Dec-2018,Feb-2019
34558,Dec-2018,Jan-2019
34559,Dec-2018,Feb-2019
34560,Dec-2018,Feb-2019
34561,Dec-2018,Feb-2019
34562,Dec-2018,Feb-2019
34563,Dec-2018,Feb-2019
34564,Dec-2018,Feb-2019
34565,Dec-2018,Feb-2019
34566,Dec-2018,Feb-2019
34567,Dec-2018,Feb-2019
34568,Dec-2018,Feb-2019
34569,Dec-2018,Feb-2019
34570,Dec-2018,Feb-2019
34571,Dec-2018,Feb-2019
34572,Dec-2018,Feb-2019
34573,Dec-2018,Feb-2019
34574,Dec-2018,Feb-2019
34575,Dec-2018,Feb-2019
34576,Dec-2018,Feb-2019
34577,Dec-2018,Feb-2019
34578,Dec-2018,Feb-2019
34579,Dec-2018,Feb-2019
34580,Dec-2018,Feb-2019
34581,Dec-2018,Feb-2019
34582,Dec-2018,Feb-2019
34583,Dec-2018,Feb-2019
34584,Dec-2018,Feb-2019
34585,Dec-2018,Feb-2019
34586,Dec-2018,Feb-2019
34587,Dec-2018,Feb-2019
34588,Dec-2018,Feb-2019
34589,Dec-2018,Feb-2019
34590,Dec-2018,Feb-2019
34591,Dec-2018,Feb-2019
34592,Dec-2018,Feb-2019
34593,Dec-2018,Feb-2019
34594,Dec-2018,Feb-2019
34595,Dec-2018,Feb-2019
34596,Dec-2018,Feb-2019
34597,Dec-2018,Feb-2019
34598,Dec-2018,Feb-2019
34599,Dec-2018,Feb-2019
34600,Dec-2018,Feb-2019
34601,Dec-2018,Feb-2019
34602,Dec-2018,Feb-2019
34603,Dec-2018,Feb-2019
34604,Dec-2018,Feb-2019
34605,Dec-2018,Feb-2019
34606,Dec-2018,Feb-2019
34607,Dec-2018,Feb-2019
34608,Dec-2018,Feb-2019
34609,Dec-2018,Feb-2019
34610,Dec-2018,Feb-2019
34611,Dec-2018,Feb-2019
34612,Dec-2018,Feb-2019
34613,Dec-2018,Feb-2019
34614,Dec-2018,Feb-2019
34615,Dec-2018,Feb-2019
34616,Dec-2018,Feb-2019
34617,Dec-2018,Feb-2019
34618,Dec-2018,Feb-2019
34619,Dec-2018,Feb-2019
34620,Dec-2018,Feb-2019
34621,Dec-2018,Feb-2019
34622,Dec-2018,Feb-2019
34623,Dec-2018,Feb-2019
34624,Dec-2018,Feb-2019
34625,Dec-2018,Feb-2019
34626,Dec-2018,Feb-2019
34627,Dec-2018,Feb-2019
34628,Dec-2018,Feb-2019
34629,Dec-2018,Feb-2019
34630,Dec-2018,Feb-2019
34631,Dec-2018,Feb-2019
34632,Dec-2018,Feb-2019
34633,Dec-2018,Feb-2019
34634,Dec-2018,Feb-2019
34635,Dec-2018,Feb-2019
34636,Dec-2018,Feb-2019
34637,Dec-2018,Feb-2019
34638,Dec-2018,Feb-2019
34639,Dec-2018,Feb-2019
34640,Dec-2018,Feb-2019
34641,Dec-2018,Feb-2019
34642,Dec-2018,Feb-2019
34643,Dec-2018,Feb-2019
34644,Dec-2018,Feb-2019
34645,Dec-2018,Feb-2019
34646,Dec-2018,Feb-2019
34647,Dec-2018,Feb-2019
34648,Dec-2018,Feb-2019
34649,Dec-2018,Feb-2019
34650,Dec-2018,Feb-2019
34651,Dec-2018,Feb-2019
34652,Dec-2018,Feb-2019
34653,Dec-2018,Feb-2019
34654,Dec-2018,Feb-2019
34655,Dec-2018,Feb-2019
34656,Dec-2018,Feb-2019
34657,Dec-2018,Feb-2019
34658,Dec-2018,Feb-2019
34659,Dec-2018,Feb-2019
34660,Dec-2018,Feb-2019
34661,Dec-2018,Feb-2019
34662,Dec-2018,Feb-2019
34663,Dec-2018,Feb-2019
34664,Dec-2018,Feb-2019
34665,Dec-2018,Feb-2019
34666,Dec-2018,Feb-2019
34667,Dec-2018,Feb-2019
34668,Dec-2018,Feb-2019
34669,Dec-2018,Feb-2019
34670,Dec-2018,Feb-2019
34671,Dec-2018,Feb-2019
34672,Dec-2018,Feb-2019
34673,Dec-2018,Feb-2019
34674,Dec-2018,Feb-2019
34675,Dec-2018,Feb-2019
34676,Dec-2018,Feb-2019
34677,Dec-2018,Feb-2019
34678,Dec-2018,Feb-2019
34679,Dec-2018,Feb-2019
34680,Dec-2018,Feb-2019
34681,Dec-2018,Feb-2019
34682,Dec-2018,Feb-2019
34683,Dec-2018,Feb-2019
34684,Dec-2018,Feb-2019
34685,Dec-2018,Feb-2019
34686,Dec-2018,Feb-2019
34687,Dec-2018,Feb-2019
34688,Dec-2018,Feb-2019
34689,Dec-2018,Feb-2019
34690,Dec-2018,Feb-2019
34691,Dec-2018,Feb-2019
34692,Dec-2018,Feb-2019
34693,Dec-2018,Feb-2019
34694,Dec-2018,Feb-2019
34695,Dec-2018,Feb-2019
34696,Dec-2018,Feb-2019
34697,Dec-2018,Feb-2019
34698,Dec-2018,Feb-2019
34699,Dec-2018,Feb-2019
34700,Dec-2018,Feb-2019
34701,Dec-2018,Feb-2019
34702,Dec-2018,Feb-2019
34703,Dec-2018,Feb-2019
34704,Dec-2018,Feb-2019
34705,Dec-2018,Feb-2019
34706,Dec-2018,Feb-2019
34707,Dec-2018,Feb-2019
34708,Dec-2018,Feb-2019
34709,Dec-2018,Feb-2019
34710,Dec-2018,Feb-2019
34711,Dec-2018,Feb-2019
34712,Dec-2018,Feb-2019
34713,Dec-2018,Feb-2019
34714,Dec-2018,Feb-2019
34715,Dec-2018,Feb-2019
34716,Dec-2018,Feb-2019
34717,Dec-2018,Feb-2019
34718,Dec-2018,Feb-2019
34719,Dec-2018,Feb-2019
34720,Dec-2018,Feb-2019
34721,Dec-2018,Feb-2019
34722,Dec-2018,Feb-2019
34723,Dec-2018,Feb-2019
34724,Dec-2018,Feb-2019
34725,Dec-2018,Feb-2019
34726,Dec-2018,Feb-2019
34727,Dec-2018,Feb-2019
34728,Dec-2018,Feb-2019
34729,Dec-2018,Feb-2019
34730,Dec-2018,Feb-2019
34731,Dec-2018,Feb-2019
34732,Dec-2018,Feb-2019
34733,Dec-2018,Feb-2019
34734,Dec-2018,Feb-2019
34735,Dec-2018,Feb-2019
34736,Dec-2018,Feb-2019
34737,Dec-2018,Feb-2019
34738,Dec-2018,Feb-2019
34739,Dec-2018,Feb-2019
34740,Dec-2018,Feb-2019
34741,Dec-2018,Feb-2019
34742,Dec-2018,Feb-2019
34743,Dec-2018,Feb-2019
34744,Dec-2018,Feb-2019
34745,Dec-2018,Feb-2019
34746,Dec-2018,Feb-2019
34747,Dec-2018,Feb-2019
34748,Dec-2018,Feb-2019
34749,Dec-2018,Feb-2019
34750,Dec-2018,Feb-2019
34751,Dec-2018,Feb-2019
34752,Dec-2018,Feb-2019
34753,Dec-2018,Feb-2019
34754,Dec-2018,Feb-2019
34755,Dec-2018,Feb-2019
34756,Dec-2018,Feb-2019
34757,Dec-2018,Feb-2019
34758,Dec-2018,Feb-2019
34759,Dec-2018,Feb-2019
34760,Dec-2018,Feb-2019
34761,Dec-2018,Feb-2019
34762,Dec-2018,Feb-2019
34763,Dec-2018,Feb-2019
34764,Dec-2018,Feb-2019
34765,Dec-2018,Feb-2019
34766,Dec-2018,Feb-2019
34767,Dec-2018,Feb-2019
34768,Dec-2018,Feb-2019
34769,Dec-2018,Feb-2019
34770,Dec-2018,Feb-2019
34771,Dec-2018,Feb-2019
34772,Dec-2018,Feb-2019
34773,Dec-2018,Feb-2019
34774,Dec-2018,Feb-2019
34775,Dec-2018,Feb-2019
34776,Dec-2018,Feb-2019
34777,Dec-2018,Feb-2019
34778,Dec-2018,Feb-2019
34779,Dec-2018,Feb-2019
34780,Dec-2018,Feb-2019
34781,Dec-2018,Feb-2019
34782,Dec-2018,Feb-2019
34783,Dec-2018,Feb-2019
34784,Dec-2018,Feb-2019
34785,Dec-2018,Feb-2019
34786,Dec-2018,Feb-2019
34787,Dec-2018,Feb-2019
34788,Dec-2018,Feb-2019
34789,Dec-2018,Feb-2019
34790,Dec-2018,Feb-2019
34791,Dec-2018,Feb-2019
34792,Dec-2018,Feb-2019
34793,Dec-2018,Feb-2019
34794,Dec-2018,Feb-2019
34795,Dec-2018,Feb-2019
34796,Dec-2018,Feb-2019
34797,Dec-2018,Feb-2019
34798,Dec-2018,Feb-2019
34799,Dec-2018,Feb-2019
34800,Dec-2018,Feb-2019
34801,Dec-2018,Feb-2019
34802,Dec-2018,Feb-2019
34803,Dec-2018,Feb-2019
34804,Dec-2018,Dec-2018
34805,Dec-2018,Feb-2019
34806,Dec-2018,Feb-2019
34807,Dec-2018,Feb-2019
34808,Dec-2018,Feb-2019
34809,Dec-2018,Feb-2019
34810,Dec-2018,Feb-2019
34811,Dec-2018,Feb-2019
34812,Dec-2018,Feb-2019
34813,Dec-2018,Feb-2019
34814,Dec-2018,Feb-2019
34815,Dec-2018,Feb-2019
34816,Dec-2018,Feb-2019
34817,Dec-2018,Feb-2019
34818,Dec-2018,Feb-2019
34819,Dec-2018,Feb-2019
34820,Dec-2018,Feb-2019
34821,Dec-2018,Feb-2019
34822,Dec-2018,Feb-2019
34823,Dec-2018,Feb-2019
34824,Dec-2018,Feb-2019
34825,Dec-2018,Feb-2019
34826,Dec-2018,Feb-2019
34827,Dec-2018,Dec-2018
34828,Dec-2018,Feb-2019
34829,Dec-2018,Feb-2019
34830,Dec-2018,Feb-2019
34831,Dec-2018,Feb-2019
34832,Dec-2018,Feb-2019
34833,Dec-2018,Feb-2019
34834,Dec-2018,Feb-2019
34835,Dec-2018,Feb-2019
34836,Dec-2018,Feb-2019
34837,Dec-2018,Feb-2019
34838,Dec-2018,Feb-2019
34839,Dec-2018,Feb-2019
34840,Dec-2018,Feb-2019
34841,Dec-2018,Feb-2019
34842,Dec-2018,Feb-2019
34843,Dec-2018,Feb-2019
34844,Dec-2018,Feb-2019
34845,Dec-2018,Feb-2019
34846,Dec-2018,Feb-2019
34847,Dec-2018,Feb-2019
34848,Dec-2018,Feb-2019
34849,Dec-2018,Feb-2019
34850,Dec-2018,Feb-2019
34851,Dec-2018,Feb-2019
34852,Dec-2018,Feb-2019
34853,Dec-2018,Feb-2019
34854,Dec-2018,Feb-2019
34855,Dec-2018,Feb-2019
34856,Dec-2018,Feb-2019
34857,Dec-2018,Feb-2019
34858,Dec-2018,Feb-2019
34859,Dec-2018,Feb-2019
34860,Dec-2018,Feb-2019
34861,Dec-2018,Feb-2019
34862,Dec-2018,Feb-2019
34863,Dec-2018,Feb-2019
34864,Dec-2018,Feb-2019
34865,Dec-2018,Feb-2019
34866,Dec-2018,Feb-2019
34867,Dec-2018,Feb-2019
34868,Dec-2018,Feb-2019
34869,Dec-2018,Feb-2019
34870,Dec-2018,Feb-2019
34871,Dec-2018,Feb-2019
34872,Dec-2018,Feb-2019
34873,Dec-2018,Feb-2019
34874,Dec-2018,Feb-2019
34875,Dec-2018,Feb-2019
34876,Dec-2018,Feb-2019
34877,Dec-2018,Feb-2019
34878,Dec-2018,Feb-2019
34879,Dec-2018,Feb-2019
34880,Dec-2018,Feb-2019
34881,Dec-2018,Feb-2019
34882,Dec-2018,Feb-2019
34883,Dec-2018,Feb-2019
34884,Dec-2018,Feb-2019
34885,Dec-2018,Feb-2019
34886,Dec-2018,Feb-2019
34887,Dec-2018,Feb-2019
34888,Dec-2018,Feb-2019
34889,Dec-2018,Feb-2019
34890,Dec-2018,Feb-2019
34891,Dec-2018,Feb-2019
34892,Dec-2018,Jan-2019
34893,Dec-2018,Feb-2019
34894,Dec-2018,Feb-2019
34895,Dec-2018,Feb-2019
34896,Dec-2018,Feb-2019
34897,Dec-2018,Feb-2019
34898,Dec-2018,Feb-2019
34899,Dec-2018,Feb-2019
34900,Dec-2018,Feb-2019
34901,Dec-2018,Feb-2019
34902,Dec-2018,Feb-2019
34903,Dec-2018,Feb-2019
34904,Dec-2018,Feb-2019
34905,Dec-2018,Feb-2019
34906,Dec-2018,Feb-2019
34907,Dec-2018,Feb-2019
34908,Dec-2018,Feb-2019
34909,Dec-2018,Feb-2019
34910,Dec-2018,Feb-2019
34911,Dec-2018,Feb-2019
34912,Dec-2018,Feb-2019
34913,Dec-2018,Feb-2019
34914,Dec-2018,Feb-2019
34915,Dec-2018,Feb-2019
34916,Dec-2018,Feb-2019
34917,Dec-2018,Feb-2019
34918,Dec-2018,Feb-2019
34919,Dec-2018,Feb-2019
34920,Dec-2018,Feb-2019
34921,Dec-2018,Feb-2019
34922,Dec-2018,Feb-2019
34923,Dec-2018,Feb-2019
34924,Dec-2018,Feb-2019
34925,Dec-2018,Feb-2019
34926,Dec-2018,Feb-2019
34927,Dec-2018,Feb-2019
34928,Dec-2018,Feb-2019
34929,Dec-2018,Feb-2019
34930,Dec-2018,Feb-2019
34931,Dec-2018,Feb-2019
34932,Dec-2018,Feb-2019
34933,Dec-2018,Feb-2019
34934,Dec-2018,Feb-2019
34935,Dec-2018,Feb-2019
34936,Dec-2018,Feb-2019
34937,Dec-2018,Feb-2019
34938,Dec-2018,Feb-2019
34939,Dec-2018,Feb-2019
34940,Dec-2018,Feb-2019
34941,Dec-2018,Feb-2019
34942,Dec-2018,Feb-2019
34943,Dec-2018,Feb-2019
34944,Dec-2018,Feb-2019
34945,Dec-2018,Feb-2019
34946,Dec-2018,Feb-2019
34947,Dec-2018,Feb-2019
34948,Dec-2018,Feb-2019
34949,Dec-2018,Feb-2019
34950,Dec-2018,Feb-2019
34951,Dec-2018,Feb-2019
34952,Dec-2018,Feb-2019
34953,Dec-2018,Feb-2019
34954,Dec-2018,Feb-2019
34955,Dec-2018,Feb-2019
34956,Dec-2018,Feb-2019
34957,Dec-2018,Feb-2019
34958,Dec-2018,Feb-2019
34959,Dec-2018,Feb-2019
34960,Dec-2018,Feb-2019
34961,Dec-2018,Feb-2019
34962,Dec-2018,Feb-2019
34963,Dec-2018,Feb-2019
34964,Dec-2018,Feb-2019
34965,Dec-2018,Feb-2019
34966,Dec-2018,Feb-2019
34967,Dec-2018,Feb-2019
34968,Dec-2018,Feb-2019
34969,Dec-2018,Feb-2019
34970,Dec-2018,Feb-2019
34971,Dec-2018,Feb-2019
34972,Dec-2018,Feb-2019
34973,Dec-2018,Feb-2019
34974,Dec-2018,Feb-2019
34975,Dec-2018,Feb-2019
34976,Dec-2018,Feb-2019
34977,Dec-2018,Feb-2019
34978,Dec-2018,Feb-2019
34979,Dec-2018,Feb-2019
34980,Dec-2018,Feb-2019
34981,Dec-2018,Feb-2019
34982,Dec-2018,Feb-2019
34983,Dec-2018,Feb-2019
34984,Dec-2018,Feb-2019
34985,Dec-2018,Feb-2019
34986,Dec-2018,Feb-2019
34987,Dec-2018,Feb-2019
34988,Dec-2018,Feb-2019
34989,Dec-2018,Feb-2019
34990,Dec-2018,Feb-2019
34991,Dec-2018,Feb-2019
34992,Dec-2018,Feb-2019
34993,Dec-2018,Feb-2019
34994,Dec-2018,Feb-2019
34995,Dec-2018,Feb-2019
34996,Dec-2018,Feb-2019
34997,Dec-2018,Feb-2019
34998,Dec-2018,Feb-2019
34999,Dec-2018,Feb-2019
35000,Dec-2018,Feb-2019
35001,Dec-2018,Jan-2019
35002,Dec-2018,Feb-2019
35003,Dec-2018,Feb-2019
35004,Dec-2018,Feb-2019
35005,Dec-2018,Feb-2019
35006,Dec-2018,Feb-2019
35007,Dec-2018,Feb-2019
35008,Dec-2018,Feb-2019
35009,Dec-2018,Feb-2019
35010,Dec-2018,Feb-2019
35011,Dec-2018,Feb-2019
35012,Dec-2018,Feb-2019
35013,Dec-2018,Feb-2019
35014,Dec-2018,Feb-2019
35015,Dec-2018,Feb-2019
35016,Dec-2018,Feb-2019
35017,Dec-2018,Feb-2019
35018,Dec-2018,Feb-2019
35019,Dec-2018,Feb-2019
35020,Dec-2018,Feb-2019
35021,Dec-2018,Feb-2019
35022,Dec-2018,Jan-2019
35023,Dec-2018,Feb-2019
35024,Dec-2018,Feb-2019
35025,Dec-2018,Feb-2019
35026,Dec-2018,Feb-2019
35027,Dec-2018,Feb-2019
35028,Dec-2018,Feb-2019
35029,Dec-2018,Feb-2019
35030,Dec-2018,Feb-2019
35031,Dec-2018,Feb-2019
35032,Dec-2018,Feb-2019
35033,Dec-2018,Feb-2019
35034,Dec-2018,Feb-2019
35035,Dec-2018,Feb-2019
35036,Dec-2018,Feb-2019
35037,Dec-2018,Feb-2019
35038,Dec-2018,Feb-2019
35039,Dec-2018,Feb-2019
35040,Dec-2018,Feb-2019
35041,Dec-2018,Feb-2019
35042,Dec-2018,Feb-2019
35043,Dec-2018,Feb-2019
35044,Dec-2018,Feb-2019
35045,Dec-2018,Feb-2019
35046,Dec-2018,Feb-2019
35047,Dec-2018,Feb-2019
35048,Dec-2018,Feb-2019
35049,Dec-2018,Feb-2019
35050,Dec-2018,Feb-2019
35051,Dec-2018,Feb-2019
35052,Dec-2018,Feb-2019
35053,Dec-2018,Feb-2019
35054,Dec-2018,Feb-2019
35055,Dec-2018,Feb-2019
35056,Dec-2018,Feb-2019
35057,Dec-2018,Feb-2019
35058,Dec-2018,Feb-2019
35059,Dec-2018,Feb-2019
35060,Dec-2018,Feb-2019
35061,Dec-2018,Feb-2019
35062,Dec-2018,Jan-2019
35063,Dec-2018,Feb-2019
35064,Dec-2018,Feb-2019
35065,Dec-2018,Feb-2019
35066,Dec-2018,Feb-2019
35067,Dec-2018,Feb-2019
35068,Dec-2018,Feb-2019
35069,Dec-2018,Feb-2019
35070,Dec-2018,Feb-2019
35071,Dec-2018,Feb-2019
35072,Dec-2018,Feb-2019
35073,Dec-2018,Feb-2019
35074,Dec-2018,
35075,Dec-2018,Feb-2019
35076,Dec-2018,Feb-2019
35077,Dec-2018,Feb-2019
35078,Dec-2018,Feb-2019
35079,Dec-2018,Feb-2019
35080,Dec-2018,Feb-2019
35081,Dec-2018,Feb-2019
35082,Dec-2018,Feb-2019
35083,Dec-2018,Feb-2019
35084,Dec-2018,Feb-2019
35085,Dec-2018,Feb-2019
35086,Dec-2018,Feb-2019
35087,Dec-2018,Feb-2019
35088,Dec-2018,Jan-2019
35089,Dec-2018,Feb-2019
35090,Dec-2018,Feb-2019
35091,Dec-2018,Feb-2019
35092,Dec-2018,Feb-2019
35093,Dec-2018,Feb-2019
35094,Dec-2018,Feb-2019
35095,Dec-2018,Feb-2019
35096,Dec-2018,Feb-2019
35097,Dec-2018,Feb-2019
35098,Dec-2018,Feb-2019
35099,Dec-2018,Feb-2019
35100,Dec-2018,Feb-2019
35101,Dec-2018,Feb-2019
35102,Dec-2018,Feb-2019
35103,Dec-2018,Feb-2019
35104,Dec-2018,Feb-2019
35105,Dec-2018,Feb-2019
35106,Dec-2018,Feb-2019
35107,Dec-2018,Feb-2019
35108,Dec-2018,Feb-2019
35109,Dec-2018,Feb-2019
35110,Dec-2018,Feb-2019
35111,Dec-2018,Feb-2019
35112,Dec-2018,Feb-2019
35113,Dec-2018,Feb-2019
35114,Dec-2018,Feb-2019
35115,Dec-2018,Feb-2019
35116,Dec-2018,Feb-2019
35117,Dec-2018,Feb-2019
35118,Dec-2018,Feb-2019
35119,Dec-2018,Feb-2019
35120,Dec-2018,Feb-2019
35121,Dec-2018,Feb-2019
35122,Dec-2018,Dec-2018
35123,Dec-2018,Feb-2019
35124,Dec-2018,Feb-2019
35125,Dec-2018,Feb-2019
35126,Dec-2018,Feb-2019
35127,Dec-2018,Feb-2019
35128,Dec-2018,Feb-2019
35129,Dec-2018,Feb-2019
35130,Dec-2018,Feb-2019
35131,Dec-2018,Feb-2019
35132,Dec-2018,Feb-2019
35133,Dec-2018,Feb-2019
35134,Dec-2018,Feb-2019
35135,Dec-2018,Feb-2019
35136,Dec-2018,Feb-2019
35137,Dec-2018,Feb-2019
35138,Dec-2018,Feb-2019
35139,Dec-2018,Feb-2019
35140,Dec-2018,Feb-2019
35141,Dec-2018,Feb-2019
35142,Dec-2018,Feb-2019
35143,Dec-2018,Feb-2019
35144,Dec-2018,Feb-2019
35145,Dec-2018,Feb-2019
35146,Dec-2018,Feb-2019
35147,Dec-2018,Feb-2019
35148,Dec-2018,Feb-2019
35149,Dec-2018,Feb-2019
35150,Dec-2018,Feb-2019
35151,Dec-2018,Feb-2019
35152,Dec-2018,Feb-2019
35153,Dec-2018,Feb-2019
35154,Dec-2018,Feb-2019
35155,Dec-2018,Feb-2019
35156,Dec-2018,Feb-2019
35157,Dec-2018,Feb-2019
35158,Dec-2018,Feb-2019
35159,Dec-2018,Feb-2019
35160,Dec-2018,Feb-2019
35161,Dec-2018,Feb-2019
35162,Dec-2018,Feb-2019
35163,Dec-2018,Feb-2019
35164,Dec-2018,Feb-2019
35165,Dec-2018,Feb-2019
35166,Dec-2018,Feb-2019
35167,Dec-2018,Feb-2019
35168,Dec-2018,Feb-2019
35169,Dec-2018,Feb-2019
35170,Dec-2018,Feb-2019
35171,Dec-2018,Feb-2019
35172,Dec-2018,Feb-2019
35173,Dec-2018,Feb-2019
35174,Dec-2018,Feb-2019
35175,Dec-2018,Feb-2019
35176,Dec-2018,Feb-2019
35177,Dec-2018,Feb-2019
35178,Dec-2018,Feb-2019
35179,Dec-2018,Feb-2019
35180,Dec-2018,Feb-2019
35181,Dec-2018,Feb-2019
35182,Dec-2018,Feb-2019
35183,Dec-2018,Feb-2019
35184,Dec-2018,Feb-2019
35185,Dec-2018,Feb-2019
35186,Dec-2018,Feb-2019
35187,Dec-2018,Feb-2019
35188,Dec-2018,Feb-2019
35189,Dec-2018,Feb-2019
35190,Dec-2018,Feb-2019
35191,Dec-2018,Feb-2019
35192,Dec-2018,Feb-2019
35193,Dec-2018,Feb-2019
35194,Dec-2018,Feb-2019
35195,Dec-2018,Feb-2019
35196,Dec-2018,Feb-2019
35197,Dec-2018,Feb-2019
35198,Dec-2018,Feb-2019
35199,Dec-2018,Feb-2019
35200,Dec-2018,Feb-2019
35201,Dec-2018,Feb-2019
35202,Dec-2018,Feb-2019
35203,Dec-2018,Feb-2019
35204,Dec-2018,Feb-2019
35205,Dec-2018,Feb-2019
35206,Dec-2018,Feb-2019
35207,Dec-2018,Feb-2019
35208,Dec-2018,Feb-2019
35209,Dec-2018,Feb-2019
35210,Dec-2018,Feb-2019
35211,Dec-2018,Feb-2019
35212,Dec-2018,Feb-2019
35213,Dec-2018,Feb-2019
35214,Dec-2018,Feb-2019
35215,Dec-2018,Feb-2019
35216,Dec-2018,Feb-2019
35217,Dec-2018,Feb-2019
35218,Dec-2018,Feb-2019
35219,Dec-2018,Feb-2019
35220,Dec-2018,Feb-2019
35221,Dec-2018,Feb-2019
35222,Dec-2018,Feb-2019
35223,Dec-2018,Feb-2019
35224,Dec-2018,Feb-2019
35225,Dec-2018,Feb-2019
35226,Dec-2018,Feb-2019
35227,Dec-2018,Feb-2019
35228,Dec-2018,Feb-2019
35229,Dec-2018,Feb-2019
35230,Dec-2018,Feb-2019
35231,Dec-2018,Feb-2019
35232,Dec-2018,Feb-2019
35233,Dec-2018,Feb-2019
35234,Dec-2018,Feb-2019
35235,Dec-2018,Feb-2019
35236,Dec-2018,Feb-2019
35237,Dec-2018,Feb-2019
35238,Dec-2018,Feb-2019
35239,Dec-2018,Feb-2019
35240,Dec-2018,Feb-2019
35241,Dec-2018,Feb-2019
35242,Dec-2018,Feb-2019
35243,Dec-2018,Feb-2019
35244,Dec-2018,Feb-2019
35245,Dec-2018,Feb-2019
35246,Dec-2018,Feb-2019
35247,Dec-2018,Feb-2019
35248,Dec-2018,Feb-2019
35249,Dec-2018,Feb-2019
35250,Dec-2018,Feb-2019
35251,Dec-2018,Feb-2019
35252,Dec-2018,Feb-2019
35253,Dec-2018,Feb-2019
35254,Dec-2018,Feb-2019
35255,Dec-2018,Feb-2019
35256,Dec-2018,Feb-2019
35257,Dec-2018,Feb-2019
35258,Dec-2018,Feb-2019
35259,Dec-2018,Feb-2019
35260,Dec-2018,Feb-2019
35261,Dec-2018,Feb-2019
35262,Dec-2018,Feb-2019
35263,Dec-2018,Feb-2019
35264,Dec-2018,Feb-2019
35265,Dec-2018,Feb-2019
35266,Dec-2018,Feb-2019
35267,Dec-2018,Feb-2019
35268,Dec-2018,Feb-2019
35269,Dec-2018,Feb-2019
35270,Dec-2018,Feb-2019
35271,Dec-2018,Feb-2019
35272,Dec-2018,Feb-2019
35273,Dec-2018,Feb-2019
35274,Dec-2018,Feb-2019
35275,Dec-2018,Feb-2019
35276,Dec-2018,Feb-2019
35277,Dec-2018,Feb-2019
35278,Dec-2018,Feb-2019
35279,Dec-2018,Feb-2019
35280,Dec-2018,Feb-2019
35281,Dec-2018,Jan-2019
35282,Dec-2018,Feb-2019
35283,Dec-2018,Feb-2019
35284,Dec-2018,Feb-2019
35285,Dec-2018,Feb-2019
35286,Dec-2018,Feb-2019
35287,Dec-2018,Feb-2019
35288,Dec-2018,Feb-2019
35289,Dec-2018,Feb-2019
35290,Dec-2018,Feb-2019
35291,Dec-2018,Feb-2019
35292,Dec-2018,Feb-2019
35293,Dec-2018,Feb-2019
35294,Dec-2018,Feb-2019
35295,Dec-2018,Feb-2019
35296,Dec-2018,Feb-2019
35297,Dec-2018,Feb-2019
35298,Dec-2018,Feb-2019
35299,Dec-2018,Feb-2019
35300,Dec-2018,Feb-2019
35301,Dec-2018,Feb-2019
35302,Dec-2018,Feb-2019
35303,Dec-2018,Feb-2019
35304,Dec-2018,Feb-2019
35305,Dec-2018,Feb-2019
35306,Dec-2018,Feb-2019
35307,Dec-2018,Feb-2019
35308,Dec-2018,Feb-2019
35309,Dec-2018,Feb-2019
35310,Dec-2018,Feb-2019
35311,Dec-2018,Feb-2019
35312,Dec-2018,Jan-2019
35313,Dec-2018,Feb-2019
35314,Dec-2018,Feb-2019
35315,Dec-2018,Feb-2019
35316,Dec-2018,Feb-2019
35317,Dec-2018,Feb-2019
35318,Dec-2018,Feb-2019
35319,Dec-2018,Feb-2019
35320,Dec-2018,Feb-2019
35321,Dec-2018,Feb-2019
35322,Dec-2018,Feb-2019
35323,Dec-2018,Feb-2019
35324,Dec-2018,Feb-2019
35325,Dec-2018,Jan-2019
35326,Dec-2018,Feb-2019
35327,Dec-2018,Feb-2019
35328,Dec-2018,Feb-2019
35329,Dec-2018,Feb-2019
35330,Dec-2018,Feb-2019
35331,Dec-2018,Feb-2019
35332,Dec-2018,Feb-2019
35333,Dec-2018,Feb-2019
35334,Dec-2018,Jan-2019
35335,Dec-2018,Feb-2019
35336,Dec-2018,Feb-2019
35337,Dec-2018,Feb-2019
35338,Dec-2018,Feb-2019
35339,Dec-2018,Feb-2019
35340,Dec-2018,Feb-2019
35341,Dec-2018,Feb-2019
35342,Dec-2018,Feb-2019
35343,Dec-2018,Feb-2019
35344,Dec-2018,Feb-2019
35345,Dec-2018,Feb-2019
35346,Dec-2018,Feb-2019
35347,Dec-2018,Feb-2019
35348,Dec-2018,Feb-2019
35349,Dec-2018,Feb-2019
35350,Dec-2018,Feb-2019
35351,Dec-2018,Feb-2019
35352,Dec-2018,Feb-2019
35353,Dec-2018,Feb-2019
35354,Dec-2018,Feb-2019
35355,Dec-2018,Feb-2019
35356,Dec-2018,Feb-2019
35357,Dec-2018,Feb-2019
35358,Dec-2018,Feb-2019
35359,Dec-2018,Feb-2019
35360,Dec-2018,Feb-2019
35361,Dec-2018,Feb-2019
35362,Dec-2018,Feb-2019
35363,Dec-2018,Feb-2019
35364,Dec-2018,Feb-2019
35365,Dec-2018,Feb-2019
35366,Dec-2018,Jan-2019
35367,Dec-2018,Feb-2019
